trade_id,trade_date,security_id,trader_id,trade_type,quantity,price,last_modified_ts
100305,2026-05-26,6,6,SELL,3400,1299.32,2026-05-26 11:29:00
100025,2026-05-04,8,1,BUY,900,2162.24,2026-05-04 17:10:00
100320,2026-05-27,3,5,SELL,79000,96.93,2026-05-27 10:21:00
100432,2026-06-04,7,1,SELL,177000,96.27,2026-06-04 11:15:00
100131,2026-05-13,1,4,BUY,2100,919.82,2026-05-13 10:49:00
100544,2026-06-12,2,2,BUY,2000,3121.37,2026-06-12 16:49:00
100550,2026-06-12,4,3,SELL,3000,1690.64,2026-06-12 10:43:00
100433,2026-06-04,3,6,SELL,73000,102.61,2026-06-04 15:31:00
100334,2026-05-28,8,6,SELL,4700,216.4,2026-05-28 13:52:00
100365,2026-06-01,1,1,SELL,900,2719.76,2026-06-01 12:04:00
100529,2026-06-11,7,2,SELL,107000,98.69,2026-06-11 16:02:00
100064,2026-05-06,2,4,BUY,1700,285.38,2026-05-06 15:00:00
100452,2026-06-05,3,2,SELL,175000,95.84,2026-06-05 17:38:00
100259,2026-05-22,8,5,SELL,1100,2253.78,2026-05-22 14:28:00
100409,2026-06-03,2,6,BUY,4800,893.93,2026-06-03 11:35:00
100012,2026-05-01,4,2,SELL,2500,973.34,2026-05-01 17:14:00
100419,2026-06-03,7,4,BUY,134000,101.36,2026-06-03 11:35:00
100109,2026-05-11,4,6,SELL,1800,2359.98,2026-05-11 17:38:00
100068,2026-05-06,7,6,SELL,183000,102.48,2026-05-06 11:39:00
100401,2026-06-02,2,1,BUY,4300,2177.32,2026-06-02 11:41:00
100115,2026-05-12,1,2,BUY,3700,3044.83,2026-05-12 10:15:00
100117,2026-05-12,7,4,SELL,86000,103.6,2026-05-12 15:19:00
100423,2026-06-04,3,1,BUY,66000,97.92,2026-06-04 13:14:00
100482,2026-06-09,7,1,BUY,121000,101.62,2026-06-09 11:15:00
100085,2026-05-08,7,3,SELL,195000,96.65,2026-05-08 16:58:00
100097,2026-05-11,6,1,SELL,100,2741.21,2026-05-11 16:06:00
100385,2026-06-01,3,4,SELL,152000,100.55,2026-06-01 15:06:00
100184,2026-05-15,5,4,BUY,400,3195.69,2026-05-15 15:27:00
100448,2026-06-05,7,2,BUY,27000,100.31,2026-06-05 09:39:00
100478,2026-06-09,1,6,SELL,4800,2368.01,2026-06-09 10:13:00
100069,2026-05-06,5,4,BUY,2000,1025.09,2026-05-06 15:50:00
100533,2026-06-12,8,5,BUY,3100,1061.5,2026-06-12 15:57:00
100441,2026-06-04,8,1,SELL,1300,3186.87,2026-06-04 11:56:00
100173,2026-05-15,7,5,BUY,116000,101.55,2026-05-15 16:39:00
100269,2026-05-22,6,6,SELL,4600,348.06,2026-05-22 17:18:00
100551,2026-06-12,1,2,SELL,3200,1961.83,2026-06-12 11:55:00
100267,2026-05-22,8,2,SELL,4500,2945.26,2026-05-22 16:12:00
100373,2026-06-01,1,6,BUY,600,1674.57,2026-06-01 15:41:00
100234,2026-05-20,8,2,SELL,4400,3038.75,2026-05-20 16:29:00
100149,2026-05-13,6,6,SELL,3500,259.49,2026-05-13 10:15:00
100486,2026-06-09,2,5,SELL,5000,783.29,2026-06-09 13:29:00
100024,2026-05-04,6,3,BUY,400,884.66,2026-05-04 10:05:00
100034,2026-05-04,2,2,BUY,1300,1785.67,2026-05-04 11:27:00
100086,2026-05-08,3,5,BUY,110000,100.92,2026-05-08 09:05:00
100157,2026-05-14,5,4,SELL,1300,3198.09,2026-05-14 16:06:00
100302,2026-05-26,7,2,BUY,18000,100.73,2026-05-26 10:12:00
100258,2026-05-22,5,3,BUY,600,1150.16,2026-05-22 13:19:00
100435,2026-06-04,2,4,SELL,4500,3005.83,2026-06-04 14:29:00
100053,2026-05-05,8,5,SELL,3600,179.49,2026-05-05 10:56:00
100443,2026-06-05,6,6,BUY,400,1358.84,2026-06-05 13:46:00
100160,2026-05-14,8,3,BUY,3900,2595.89,2026-05-14 12:40:00
100177,2026-05-15,4,6,BUY,400,2549.72,2026-05-15 12:08:00
100356,2026-05-29,4,6,BUY,2600,2941.14,2026-05-29 17:20:00
100116,2026-05-12,2,5,SELL,3900,1968.19,2026-05-12 12:49:00
100128,2026-05-13,8,3,BUY,3800,1479.45,2026-05-13 16:05:00
100376,2026-06-01,1,2,SELL,200,3082.48,2026-06-01 11:48:00
100321,2026-05-27,3,6,SELL,175000,97.57,2026-05-27 11:00:00
100434,2026-06-04,3,5,SELL,170000,99.14,2026-06-04 16:04:00
100347,2026-05-29,3,6,SELL,152000,99.96,2026-05-29 14:41:00
100010,2026-05-01,8,6,SELL,1100,1279.05,2026-05-01 12:42:00
100098,2026-05-11,7,3,SELL,191000,96.53,2026-05-11 11:46:00
100487,2026-06-09,5,1,BUY,1100,2613.17,2026-06-09 13:52:00
100388,2026-06-02,4,5,BUY,4400,1311.23,2026-06-02 11:17:00
100165,2026-05-14,5,2,SELL,3100,3100.52,2026-05-14 13:47:00
100556,2026-05-25,5,6,SELL,-3100,896.88,2026-05-25 15:19:00
100192,2026-05-18,3,5,BUY,160000,104.57,2026-05-18 17:21:00
100375,2026-06-01,8,3,BUY,500,2237.51,2026-06-01 13:57:00
100479,2026-06-09,4,4,SELL,400,3116.31,2026-06-09 11:45:00
100274,2026-05-22,8,6,SELL,900,2827.78,2026-05-22 17:40:00
100020,2026-05-01,5,6,SELL,800,1045.18,2026-05-01 11:29:00
100475,2026-06-08,5,6,BUY,3000,1273.23,2026-06-08 16:49:00
100197,2026-05-18,1,5,SELL,200,700.27,2026-05-18 13:58:00
100245,2026-05-21,8,1,BUY,3200,1970.05,2026-05-21 09:40:00
100439,2026-06-04,3,5,SELL,97000,103.94,2026-06-04 09:02:00
100207,2026-05-19,7,5,BUY,138000,100.59,2026-05-19 14:04:00
100220,2026-05-19,1,4,BUY,2100,1995.27,2026-05-19 17:09:00
100460,2026-06-05,3,3,BUY,89000,95.79,2026-06-05 12:51:00
100223,2026-05-19,3,3,SELL,82000,98.87,2026-05-19 14:43:00
100514,2026-06-10,1,2,SELL,4000,823.73,2026-06-10 10:59:00
100067,2026-05-06,7,3,SELL,188000,97.96,2026-05-06 11:12:00
100046,2026-05-05,4,5,SELL,900,2996.44,2026-05-05 10:56:00
100400,2026-06-02,7,5,SELL,149000,95.37,2026-06-02 14:44:00
100391,2026-06-02,8,5,BUY,3000,476.27,2026-06-02 13:00:00
100403,2026-06-02,1,1,SELL,1500,1707.56,2026-06-02 17:35:00
100251,2026-05-22,8,6,SELL,4100,705.95,2026-05-22 11:04:00
100082,2026-05-07,6,5,SELL,2700,339.91,2026-05-07 15:24:00
100392,2026-06-02,7,3,SELL,94000,99.4,2026-06-02 15:52:00
100296,2026-05-26,1,1,BUY,900,2326.46,2026-05-26 16:33:00
100087,2026-05-08,7,2,SELL,56000,95.5,2026-05-08 15:20:00
100397,2026-06-02,1,6,SELL,4600,789.43,2026-06-02 13:53:00
100390,2026-06-02,7,3,SELL,29000,98.61,2026-06-02 12:46:00
100108,2026-05-11,4,3,BUY,4800,1784.39,2026-05-11 11:12:00
100141,2026-05-13,1,3,SELL,3800,1918.77,2026-05-13 16:55:00
100232,2026-05-20,3,6,SELL,21000,99.11,2026-05-20 12:28:00
100003,2026-05-01,1,5,BUY,4600,2132.15,2026-05-01 17:26:00
100030,2026-05-04,1,3,BUY,3300,875.91,2026-05-04 16:13:00
100501,2026-06-10,5,1,SELL,3400,1240.17,2026-06-10 12:10:00
100161,2026-05-14,4,5,SELL,4400,2454.51,2026-05-14 11:40:00
100091,2026-05-08,1,2,BUY,200,2045.07,2026-05-08 12:08:00
100324,2026-05-27,3,4,SELL,73000,95.07,2026-05-27 15:15:00
100171,2026-05-14,5,6,SELL,800,576.32,2026-05-14 09:19:00
100250,2026-05-21,6,2,BUY,2300,1815.34,2026-05-21 11:53:00
100042,2026-05-05,4,4,BUY,3700,900.96,2026-05-05 09:39:00
100399,2026-06-02,3,6,SELL,106000,95.74,2026-06-02 16:37:00
100093,2026-05-08,5,3,BUY,3900,2002.1,2026-05-08 10:49:00
100367,2026-06-01,8,6,SELL,200,170.17,2026-06-01 17:26:00
100442,2026-06-05,5,2,SELL,600,2146.49,2026-06-05 13:05:00
100162,2026-05-14,2,6,BUY,2000,2555.26,2026-05-14 09:37:00
100074,2026-05-07,7,4,SELL,72000,96.48,2026-05-07 09:57:00
100235,2026-05-20,5,4,SELL,1100,2641.52,2026-05-20 11:55:00
100465,2026-06-08,5,2,SELL,900,2436.82,2026-06-08 13:46:00
100458,2026-06-05,4,1,BUY,2600,1695.16,2026-06-05 17:49:00
100292,2026-05-25,3,3,SELL,113000,98.66,2026-05-25 15:03:00
100210,2026-05-19,2,4,BUY,2100,674.21,2026-05-19 16:53:00
100176,2026-05-15,7,3,BUY,41000,104.49,2026-05-15 16:05:00
100103,2026-05-11,1,5,BUY,600,886.14,2026-05-11 15:31:00
100071,2026-05-06,3,6,BUY,82000,100.15,2026-05-06 14:05:00
100078,2026-05-07,8,4,SELL,4900,904.08,2026-05-07 13:49:00
100438,2026-06-04,7,2,SELL,78000,98.23,2026-06-04 13:21:00
100446,2026-06-05,6,1,SELL,4500,553.13,2026-06-05 10:14:00
100503,2026-06-10,4,5,SELL,2300,3002.38,2026-06-10 11:11:00
100212,2026-05-19,2,4,SELL,4800,1185.52,2026-05-19 14:49:00
100153,2026-05-14,3,2,BUY,30000,101.09,2026-05-14 15:39:00
100272,2026-05-22,3,5,BUY,26000,98.09,2026-05-22 16:33:00
100196,2026-05-18,6,1,SELL,3700,839.79,2026-05-18 15:54:00
100349,2026-05-29,7,2,SELL,71000,103.49,2026-05-29 13:54:00
100445,2026-06-05,2,2,BUY,3400,2223.95,2026-06-05 09:00:00
100062,2026-05-06,7,6,SELL,17000,96.15,2026-05-06 13:11:00
100257,2026-05-22,5,1,SELL,600,1463.35,2026-05-22 11:34:00
100555,2026-05-26,1,6,BUY,4100,0.0,2026-05-26 10:26:00
100456,2026-06-05,1,3,SELL,900,1329.86,2026-06-05 15:23:00
100242,2026-05-21,3,6,SELL,124000,101.15,2026-05-21 10:01:00
100535,2026-06-12,3,2,BUY,42000,95.43,2026-06-12 10:43:00
100318,2026-05-27,8,2,SELL,300,178.26,2026-05-27 10:59:00
100484,2026-06-09,8,3,BUY,500,3027.84,2026-06-09 11:49:00
100298,2026-05-26,7,5,SELL,161000,98.36,2026-05-26 17:34:00
100299,2026-05-26,8,6,SELL,3100,2638.03,2026-05-26 14:21:00
100325,2026-05-27,8,3,SELL,2000,1926.51,2026-05-27 09:16:00
100444,2026-06-05,4,4,BUY,4600,440.31,2026-06-05 12:30:00
100028,2026-05-04,4,2,BUY,2200,214.15,2026-05-04 17:14:00
100241,2026-05-21,3,2,BUY,83000,104.17,2026-05-21 16:44:00
100061,2026-05-06,4,4,SELL,1800,2786.28,2026-05-06 13:22:00
100436,2026-06-04,8,3,BUY,5000,2733.86,2026-06-04 10:46:00
100238,2026-05-20,3,4,BUY,66000,103.17,2026-05-20 14:59:00
100151,2026-05-14,3,6,SELL,17000,95.46,2026-05-14 09:18:00
100300,2026-05-26,2,4,SELL,4700,2809.9,2026-05-26 09:38:00
100134,2026-05-13,1,2,SELL,3600,549.59,2026-05-13 13:28:00
100191,2026-05-18,2,1,SELL,700,2421.0,2026-05-18 14:51:00
100340,2026-05-28,4,1,BUY,2000,1562.16,2026-05-28 17:27:00
100431,2026-06-04,5,3,SELL,3300,3155.74,2026-06-04 10:08:00
100315,2026-05-26,3,4,SELL,132000,101.51,2026-05-26 13:20:00
100229,2026-05-20,3,2,SELL,134000,96.92,2026-05-20 11:09:00
100364,2026-05-29,3,5,BUY,144000,95.34,2026-05-29 10:52:00
100532,2026-06-11,4,5,BUY,2500,2646.14,2026-06-11 15:34:00
100092,2026-05-08,8,6,BUY,3700,3040.66,2026-05-08 16:44:00
100344,2026-05-28,1,4,SELL,1500,1796.27,2026-05-28 09:08:00
100188,2026-05-15,2,6,BUY,2800,1527.24,2026-05-15 12:26:00
100265,2026-05-22,6,4,SELL,4200,1000.0,2026-05-22 10:01:00
100132,2026-05-13,7,5,BUY,178000,103.69,2026-05-13 16:26:00
100483,2026-06-09,5,3,SELL,2600,2287.21,2026-06-09 14:20:00
100100,2026-05-11,4,1,SELL,2900,893.78,2026-05-11 16:36:00
100301,2026-05-26,8,3,BUY,4700,306.63,2026-05-26 16:10:00
100186,2026-05-15,3,1,BUY,80000,101.24,2026-05-15 17:45:00
100175,2026-05-15,4,3,BUY,4400,1270.37,2026-05-15 14:03:00
100308,2026-05-26,5,6,BUY,4500,2300.21,2026-05-26 14:30:00
100520,2026-06-10,8,5,BUY,1100,1526.43,2026-06-10 09:18:00
100368,2026-06-01,1,1,SELL,3500,3131.31,2026-06-01 09:32:00
100488,2026-06-09,1,2,SELL,1000,428.2,2026-06-09 12:22:00
100228,2026-05-20,2,6,SELL,3300,1253.58,2026-05-20 14:19:00
100352,2026-05-29,8,3,BUY,3500,2359.98,2026-05-29 12:03:00
100195,2026-05-18,3,6,SELL,67000,103.47,2026-05-18 14:54:00
100037,2026-05-04,7,4,SELL,64000,103.65,2026-05-04 09:10:00
100398,2026-06-02,2,4,SELL,900,2081.67,2026-06-02 12:16:00
100415,2026-06-03,6,5,SELL,4000,1347.26,2026-06-03 10:22:00
100429,2026-06-04,7,2,BUY,62000,103.14,2026-06-04 09:36:00
100266,2026-05-22,3,4,SELL,153000,96.18,2026-05-22 13:45:00
100303,2026-05-26,1,4,SELL,2700,611.87,2026-05-26 12:26:00
100510,2026-06-10,2,3,SELL,2100,566.18,2026-06-10 11:46:00
100027,2026-05-04,5,4,SELL,2900,2893.82,2026-05-04 16:07:00
100144,2026-05-13,7,1,SELL,200000,99.73,2026-05-13 15:24:00
100328,2026-05-27,4,2,BUY,3100,617.22,2026-05-27 14:26:00
100414,2026-06-03,8,1,SELL,4300,2781.04,2026-06-03 17:40:00
100059,2026-05-05,4,3,BUY,4500,479.69,2026-05-05 09:54:00
100247,2026-05-21,7,2,BUY,144000,104.75,2026-05-21 10:33:00
100530,2026-06-11,5,4,SELL,1700,840.04,2026-06-11 13:36:00
100154,2026-05-14,4,4,BUY,1500,1556.51,2026-05-14 13:29:00
100193,2026-05-18,2,4,SELL,4300,3020.45,2026-05-18 15:55:00
100009,2026-05-01,4,3,BUY,1500,2792.78,2026-05-01 15:17:00
100268,2026-05-22,2,2,BUY,2900,676.6,2026-05-22 16:05:00
100021,2026-05-01,1,6,SELL,3300,2473.98,2026-05-01 17:58:00
100333,2026-05-28,1,4,BUY,3300,1417.04,2026-05-28 09:35:00
100284,2026-05-25,4,3,BUY,2100,2777.53,2026-05-25 14:46:00
100345,2026-05-29,5,2,SELL,3700,1973.65,2026-05-29 14:15:00
100066,2026-05-06,6,6,BUY,4700,2895.14,2026-05-06 17:19:00
100494,2026-06-09,3,5,SELL,195000,98.95,2026-06-09 09:24:00
100111,2026-05-11,1,6,BUY,1800,288.82,2026-05-11 09:35:00
100306,2026-05-26,6,5,SELL,4400,2504.57,2026-05-26 13:39:00
100290,2026-05-25,8,2,BUY,3800,1226.33,2026-05-25 09:18:00
100384,2026-06-01,5,4,SELL,4900,972.79,2026-06-01 11:05:00
100524,2026-06-11,2,3,BUY,1300,1398.3,2026-06-11 17:46:00
100008,2026-05-01,5,6,SELL,3700,736.48,2026-05-01 10:02:00
100105,2026-05-11,1,1,SELL,1500,1383.42,2026-05-11 12:19:00
100407,2026-06-03,8,3,SELL,700,1486.41,2026-06-03 16:20:00
100534,2026-06-12,1,5,BUY,800,3045.23,2026-06-12 16:11:00
