,trade_id,trade_date,security_id,trader_id,trade_type,quantity,price,last_modified_ts,trade_value
300,100047,2026-05-05,4,3,SELL,1100,1486.46,2026-05-05 17:45:00,1635106.0
301,100077,2026-05-07,6,4,SELL,3600,1510.04,2026-05-07 11:47:00,5436144.0
302,100253,2026-05-22,1,3,SELL,3300,1364.58,2026-05-22 17:30:00,4503114.0
303,100294,2026-05-25,5,5,BUY,900,3124.0,2026-05-25 15:23:00,2811600.0
304,100057,2026-05-05,7,5,BUY,70000,103.65,2026-05-05 11:56:00,7255500.0
305,100502,2026-06-10,2,2,BUY,1800,1777.75,2026-06-10 09:48:00,3199950.0
306,100007,2026-05-01,1,6,SELL,3500,530.72,2026-05-01 15:05:00,1857520.0
307,100002,2026-05-01,2,5,SELL,300,240.88,2026-05-01 12:14:00,72264.0
308,100121,2026-05-12,5,6,SELL,500,2246.52,2026-05-12 13:50:00,1123260.0
309,100170,2026-05-14,6,5,BUY,4200,342.81,2026-05-14 16:58:00,1439802.0
310,100547,2026-06-12,1,5,BUY,500,1098.93,2026-06-12 17:25:00,549465.0
311,100107,2026-05-11,6,6,SELL,1800,1085.2,2026-05-11 12:07:00,1953360.0
312,100326,2026-05-27,6,6,BUY,400,2186.75,2026-05-27 16:19:00,874700.0
313,100351,2026-05-29,3,4,BUY,75000,97.03,2026-05-29 10:59:00,7277250.0
314,100021,2026-05-01,1,6,SELL,3300,2473.98,2026-05-01 17:58:00,8164134.0
315,100083,2026-05-07,1,5,SELL,3100,167.98,2026-05-07 14:19:00,520737.99999999994
316,100152,2026-05-14,6,3,SELL,1000,894.8,2026-05-14 15:36:00,894800.0
317,100477,2026-06-09,4,5,SELL,4100,2710.7,2026-06-09 09:21:00,11113870.0
318,100523,2026-06-11,1,4,BUY,3900,2863.75,2026-06-11 11:03:00,11168625.0
319,100104,2026-05-11,4,6,SELL,4200,2321.12,2026-05-11 16:50:00,9748704.0
320,100552,2026-06-12,8,5,SELL,2300,648.72,2026-06-12 13:47:00,1492056.0
321,100135,2026-05-13,8,1,BUY,4100,2007.06,2026-05-13 12:45:00,8228946.0
322,100513,2026-06-10,3,6,BUY,189000,104.49,2026-06-10 15:54:00,19748610.0
323,100312,2026-05-26,5,5,SELL,900,483.14,2026-05-26 12:15:00,434826.0
324,100102,2026-05-11,4,3,SELL,2200,1002.96,2026-05-11 13:35:00,2206512.0
325,100255,2026-05-22,6,3,BUY,2400,1482.7,2026-05-22 15:47:00,3558480.0
326,100055,2026-05-05,3,1,SELL,103000,103.99,2026-05-05 09:57:00,10710970.0
327,100546,2026-06-12,4,4,SELL,4900,1725.33,2026-06-12 14:52:00,8454117.0
328,100145,2026-05-13,3,4,BUY,42000,100.02,2026-05-13 14:55:00,4200840.0
329,100505,2026-06-10,6,5,BUY,3700,3042.52,2026-06-10 16:34:00,11257324.0
330,100317,2026-05-27,3,4,BUY,19000,104.97,2026-05-27 15:50:00,1994430.0
331,100262,2026-05-22,3,5,SELL,18000,96.26,2026-05-22 12:49:00,1732680.0
332,100054,2026-05-05,3,5,BUY,104000,100.83,2026-05-05 11:27:00,10486320.0
333,100215,2026-05-19,3,6,BUY,55000,104.51,2026-05-19 16:29:00,5748050.0
334,100480,2026-06-09,5,1,BUY,1500,2886.73,2026-06-09 17:26:00,4330095.0
335,100311,2026-05-26,8,6,SELL,4800,1611.19,2026-05-26 12:52:00,7733712.0
336,100319,2026-05-27,6,3,SELL,4200,1807.07,2026-05-27 16:56:00,7589694.0
337,100139,2026-05-13,8,5,BUY,2500,731.36,2026-05-13 17:47:00,1828400.0
338,100490,2026-06-09,7,4,BUY,34000,99.62,2026-06-09 11:07:00,3387080.0
339,100512,2026-06-10,6,2,BUY,2500,1085.81,2026-06-10 13:08:00,2714525.0
340,100052,2026-05-05,1,3,BUY,4100,3138.38,2026-05-05 11:47:00,12867358.0
341,100362,2026-05-29,6,3,SELL,4700,2107.17,2026-05-29 16:29:00,9903699.0
342,100216,2026-05-19,8,6,SELL,4100,1114.22,2026-05-19 16:04:00,4568302.0
343,100155,2026-05-14,5,6,BUY,3000,2898.69,2026-05-14 17:10:00,8696070.0
344,100005,2026-05-01,7,3,SELL,49000,97.15,2026-05-01 14:06:00,4760350.0
345,100323,2026-05-27,7,5,SELL,32000,99.01,2026-05-27 10:11:00,3168320.0
346,100106,2026-05-11,6,4,SELL,2800,3189.73,2026-05-11 17:21:00,8931244.0
347,100079,2026-05-07,8,6,BUY,1800,1491.61,2026-05-07 13:15:00,2684898.0
348,100243,2026-05-21,5,2,BUY,3600,3017.69,2026-05-21 17:27:00,10863684.0
349,100130,2026-05-13,3,3,SELL,187000,99.95,2026-05-13 15:52:00,18690650.0
350,100281,2026-05-25,4,5,SELL,4000,2098.92,2026-05-25 16:56:00,8395680.0
351,100430,2026-06-04,6,5,SELL,3900,1793.24,2026-06-04 14:45:00,6993636.0
352,100559,2026-06-09,1,6,SELL,-4800,2368.01,2026-06-09 10:13:00,-11366448.000000002
353,100517,2026-06-10,1,3,BUY,1600,2264.19,2026-06-10 14:16:00,3622704.0
354,100214,2026-05-19,3,2,BUY,47000,97.56,2026-05-19 11:38:00,4585320.0
355,100060,2026-05-05,8,2,BUY,3000,1216.46,2026-05-05 12:14:00,3649380.0
356,100354,2026-05-29,8,2,SELL,2000,3068.91,2026-05-29 09:13:00,6137820.0
357,100363,2026-05-29,3,6,SELL,53000,96.4,2026-05-29 17:31:00,5109200.0
358,100011,2026-05-01,5,6,BUY,3900,2086.68,2026-05-01 17:46:00,8138051.999999999
359,100335,2026-05-28,1,6,BUY,3800,372.74,2026-05-28 15:22:00,1416412.0
360,100056,2026-05-05,6,2,BUY,4300,463.52,2026-05-05 17:56:00,1993136.0
361,100339,2026-05-28,6,1,BUY,3500,1348.83,2026-05-28 11:46:00,4720905.0
362,100383,2026-06-01,3,6,SELL,91000,98.61,2026-06-01 10:00:00,8973510.0
363,100305,2026-05-26,6,6,SELL,3400,1299.32,2026-05-26 11:29:00,4417688.0
364,100025,2026-05-04,8,1,BUY,900,2162.24,2026-05-04 17:10:00,1946015.9999999998
365,100320,2026-05-27,3,5,SELL,79000,96.93,2026-05-27 10:21:00,7657470.000000001
366,100432,2026-06-04,7,1,SELL,177000,96.27,2026-06-04 11:15:00,17039790.0
367,100131,2026-05-13,1,4,BUY,2100,919.82,2026-05-13 10:49:00,1931622.0
368,100544,2026-06-12,2,2,BUY,2000,3121.37,2026-06-12 16:49:00,6242740.0
369,100550,2026-06-12,4,3,SELL,3000,1690.64,2026-06-12 10:43:00,5071920.0
370,100433,2026-06-04,3,6,SELL,73000,102.61,2026-06-04 15:31:00,7490530.0
371,100334,2026-05-28,8,6,SELL,4700,216.4,2026-05-28 13:52:00,1017080.0
372,100365,2026-06-01,1,1,SELL,900,2719.76,2026-06-01 12:04:00,2447784.0
373,100529,2026-06-11,7,2,SELL,107000,98.69,2026-06-11 16:02:00,10559830.0
374,100064,2026-05-06,2,4,BUY,1700,285.38,2026-05-06 15:00:00,485146.0
375,100452,2026-06-05,3,2,SELL,175000,95.84,2026-06-05 17:38:00,16772000.0
376,100259,2026-05-22,8,5,SELL,1100,2253.78,2026-05-22 14:28:00,2479158.0
377,100409,2026-06-03,2,6,BUY,4800,893.93,2026-06-03 11:35:00,4290864.0
378,100012,2026-05-01,4,2,SELL,2500,973.34,2026-05-01 17:14:00,2433350.0
379,100419,2026-06-03,7,4,BUY,134000,101.36,2026-06-03 11:35:00,13582240.0
380,100109,2026-05-11,4,6,SELL,1800,2359.98,2026-05-11 17:38:00,4247964.0
381,100068,2026-05-06,7,6,SELL,183000,102.48,2026-05-06 11:39:00,18753840.0
382,100401,2026-06-02,2,1,BUY,4300,2177.32,2026-06-02 11:41:00,9362476.0
383,100115,2026-05-12,1,2,BUY,3700,3044.83,2026-05-12 10:15:00,11265871.0
384,100117,2026-05-12,7,4,SELL,86000,103.6,2026-05-12 15:19:00,8909600.0
385,100423,2026-06-04,3,1,BUY,66000,97.92,2026-06-04 13:14:00,6462720.0
386,100482,2026-06-09,7,1,BUY,121000,101.62,2026-06-09 11:15:00,12296020.0
387,100085,2026-05-08,7,3,SELL,195000,96.65,2026-05-08 16:58:00,18846750.0
388,100097,2026-05-11,6,1,SELL,100,2741.21,2026-05-11 16:06:00,274121.0
389,100385,2026-06-01,3,4,SELL,152000,100.55,2026-06-01 15:06:00,15283600.0
390,100184,2026-05-15,5,4,BUY,400,3195.69,2026-05-15 15:27:00,1278276.0
391,100448,2026-06-05,7,2,BUY,27000,100.31,2026-06-05 09:39:00,2708370.0
392,100478,2026-06-09,1,6,SELL,4800,2368.01,2026-06-09 10:13:00,11366448.000000002
393,100069,2026-05-06,5,4,BUY,2000,1025.09,2026-05-06 15:50:00,2050179.9999999998
394,100533,2026-06-12,8,5,BUY,3100,1061.5,2026-06-12 15:57:00,3290650.0
395,100441,2026-06-04,8,1,SELL,1300,3186.87,2026-06-04 11:56:00,4142931.0
396,100173,2026-05-15,7,5,BUY,116000,101.55,2026-05-15 16:39:00,11779800.0
397,100269,2026-05-22,6,6,SELL,4600,348.06,2026-05-22 17:18:00,1601076.0
398,100551,2026-06-12,1,2,SELL,3200,1961.83,2026-06-12 11:55:00,6277856.0
399,100267,2026-05-22,8,2,SELL,4500,2945.26,2026-05-22 16:12:00,13253670.000000002
400,100373,2026-06-01,1,6,BUY,600,1674.57,2026-06-01 15:41:00,1004742.0
401,100234,2026-05-20,8,2,SELL,4400,3038.75,2026-05-20 16:29:00,13370500.0
402,100149,2026-05-13,6,6,SELL,3500,259.49,2026-05-13 10:15:00,908215.0
403,100486,2026-06-09,2,5,SELL,5000,783.29,2026-06-09 13:29:00,3916450.0
404,100024,2026-05-04,6,3,BUY,400,884.66,2026-05-04 10:05:00,353864.0
405,100034,2026-05-04,2,2,BUY,1300,1785.67,2026-05-04 11:27:00,2321371.0
406,100086,2026-05-08,3,5,BUY,110000,100.92,2026-05-08 09:05:00,11101200.0
407,100157,2026-05-14,5,4,SELL,1300,3198.09,2026-05-14 16:06:00,4157517.0
408,100302,2026-05-26,7,2,BUY,18000,100.73,2026-05-26 10:12:00,1813140.0
409,100258,2026-05-22,5,3,BUY,600,1150.16,2026-05-22 13:19:00,690096.0
410,100435,2026-06-04,2,4,SELL,4500,3005.83,2026-06-04 14:29:00,13526235.0
411,100053,2026-05-05,8,5,SELL,3600,179.49,2026-05-05 10:56:00,646164.0
412,100443,2026-06-05,6,6,BUY,400,1358.84,2026-06-05 13:46:00,543536.0
413,100160,2026-05-14,8,3,BUY,3900,2595.89,2026-05-14 12:40:00,10123971.0
414,100177,2026-05-15,4,6,BUY,400,2549.72,2026-05-15 12:08:00,1019887.9999999999
415,100356,2026-05-29,4,6,BUY,2600,2941.14,2026-05-29 17:20:00,7646964.0
416,100116,2026-05-12,2,5,SELL,3900,1968.19,2026-05-12 12:49:00,7675941.0
417,100128,2026-05-13,8,3,BUY,3800,1479.45,2026-05-13 16:05:00,5621910.0
418,100376,2026-06-01,1,2,SELL,200,3082.48,2026-06-01 11:48:00,616496.0
419,100321,2026-05-27,3,6,SELL,175000,97.57,2026-05-27 11:00:00,17074750.0
420,100434,2026-06-04,3,5,SELL,170000,99.14,2026-06-04 16:04:00,16853800.0
421,100347,2026-05-29,3,6,SELL,152000,99.96,2026-05-29 14:41:00,15193919.999999998
422,100010,2026-05-01,8,6,SELL,1100,1279.05,2026-05-01 12:42:00,1406955.0
423,100098,2026-05-11,7,3,SELL,191000,96.53,2026-05-11 11:46:00,18437230.0
424,100487,2026-06-09,5,1,BUY,1100,2613.17,2026-06-09 13:52:00,2874487.0
425,100388,2026-06-02,4,5,BUY,4400,1311.23,2026-06-02 11:17:00,5769412.0
426,100165,2026-05-14,5,2,SELL,3100,3100.52,2026-05-14 13:47:00,9611612.0
427,100556,2026-05-25,5,6,SELL,-3100,896.88,2026-05-25 15:19:00,-2780328.0
428,100192,2026-05-18,3,5,BUY,160000,104.57,2026-05-18 17:21:00,16731199.999999998
429,100375,2026-06-01,8,3,BUY,500,2237.51,2026-06-01 13:57:00,1118755.0
430,100479,2026-06-09,4,4,SELL,400,3116.31,2026-06-09 11:45:00,1246524.0
431,100274,2026-05-22,8,6,SELL,900,2827.78,2026-05-22 17:40:00,2545002.0
432,100020,2026-05-01,5,6,SELL,800,1045.18,2026-05-01 11:29:00,836144.0
433,100475,2026-06-08,5,6,BUY,3000,1273.23,2026-06-08 16:49:00,3819690.0
434,100197,2026-05-18,1,5,SELL,200,700.27,2026-05-18 13:58:00,140054.0
435,100245,2026-05-21,8,1,BUY,3200,1970.05,2026-05-21 09:40:00,6304160.0
436,100439,2026-06-04,3,5,SELL,97000,103.94,2026-06-04 09:02:00,10082180.0
437,100207,2026-05-19,7,5,BUY,138000,100.59,2026-05-19 14:04:00,13881420.0
438,100220,2026-05-19,1,4,BUY,2100,1995.27,2026-05-19 17:09:00,4190067.0
439,100460,2026-06-05,3,3,BUY,89000,95.79,2026-06-05 12:51:00,8525310.0
440,100223,2026-05-19,3,3,SELL,82000,98.87,2026-05-19 14:43:00,8107340.0
441,100514,2026-06-10,1,2,SELL,4000,823.73,2026-06-10 10:59:00,3294920.0
442,100067,2026-05-06,7,3,SELL,188000,97.96,2026-05-06 11:12:00,18416480.0
443,100046,2026-05-05,4,5,SELL,900,2996.44,2026-05-05 10:56:00,2696796.0
444,100400,2026-06-02,7,5,SELL,149000,95.37,2026-06-02 14:44:00,14210130.0
445,100391,2026-06-02,8,5,BUY,3000,476.27,2026-06-02 13:00:00,1428810.0
446,100403,2026-06-02,1,1,SELL,1500,1707.56,2026-06-02 17:35:00,2561340.0
447,100251,2026-05-22,8,6,SELL,4100,705.95,2026-05-22 11:04:00,2894395.0
448,100082,2026-05-07,6,5,SELL,2700,339.91,2026-05-07 15:24:00,917757.0000000001
449,100392,2026-06-02,7,3,SELL,94000,99.4,2026-06-02 15:52:00,9343600.0
450,100296,2026-05-26,1,1,BUY,900,2326.46,2026-05-26 16:33:00,2093814.0
451,100087,2026-05-08,7,2,SELL,56000,95.5,2026-05-08 15:20:00,5348000.0
452,100397,2026-06-02,1,6,SELL,4600,789.43,2026-06-02 13:53:00,3631378.0
453,100390,2026-06-02,7,3,SELL,29000,98.61,2026-06-02 12:46:00,2859690.0
454,100108,2026-05-11,4,3,BUY,4800,1784.39,2026-05-11 11:12:00,8565072.0
455,100141,2026-05-13,1,3,SELL,3800,1918.77,2026-05-13 16:55:00,7291326.0
456,100232,2026-05-20,3,6,SELL,21000,99.11,2026-05-20 12:28:00,2081310.0
457,100003,2026-05-01,1,5,BUY,4600,2132.15,2026-05-01 17:26:00,9807890.0
458,100030,2026-05-04,1,3,BUY,3300,875.91,2026-05-04 16:13:00,2890503.0
459,100501,2026-06-10,5,1,SELL,3400,1240.17,2026-06-10 12:10:00,4216578.0
460,100161,2026-05-14,4,5,SELL,4400,2454.51,2026-05-14 11:40:00,10799844.000000002
461,100091,2026-05-08,1,2,BUY,200,2045.07,2026-05-08 12:08:00,409014.0
462,100324,2026-05-27,3,4,SELL,73000,95.07,2026-05-27 15:15:00,6940109.999999999
463,100171,2026-05-14,5,6,SELL,800,576.32,2026-05-14 09:19:00,461056.00000000006
464,100250,2026-05-21,6,2,BUY,2300,1815.34,2026-05-21 11:53:00,4175282.0
465,100042,2026-05-05,4,4,BUY,3700,900.96,2026-05-05 09:39:00,3333552.0
466,100399,2026-06-02,3,6,SELL,106000,95.74,2026-06-02 16:37:00,10148440.0
467,100093,2026-05-08,5,3,BUY,3900,2002.1,2026-05-08 10:49:00,7808190.0
468,100367,2026-06-01,8,6,SELL,200,170.17,2026-06-01 17:26:00,34034.0
469,100442,2026-06-05,5,2,SELL,600,2146.49,2026-06-05 13:05:00,1287893.9999999998
470,100162,2026-05-14,2,6,BUY,2000,2555.26,2026-05-14 09:37:00,5110520.0
471,100074,2026-05-07,7,4,SELL,72000,96.48,2026-05-07 09:57:00,6946560.0
472,100235,2026-05-20,5,4,SELL,1100,2641.52,2026-05-20 11:55:00,2905672.0
473,100465,2026-06-08,5,2,SELL,900,2436.82,2026-06-08 13:46:00,2193138.0
474,100458,2026-06-05,4,1,BUY,2600,1695.16,2026-06-05 17:49:00,4407416.0
475,100292,2026-05-25,3,3,SELL,113000,98.66,2026-05-25 15:03:00,11148580.0
476,100210,2026-05-19,2,4,BUY,2100,674.21,2026-05-19 16:53:00,1415841.0
477,100176,2026-05-15,7,3,BUY,41000,104.49,2026-05-15 16:05:00,4284090.0
478,100103,2026-05-11,1,5,BUY,600,886.14,2026-05-11 15:31:00,531684.0
479,100071,2026-05-06,3,6,BUY,82000,100.15,2026-05-06 14:05:00,8212300.000000001
480,100078,2026-05-07,8,4,SELL,4900,904.08,2026-05-07 13:49:00,4429992.0
481,100438,2026-06-04,7,2,SELL,78000,98.23,2026-06-04 13:21:00,7661940.0
482,100446,2026-06-05,6,1,SELL,4500,553.13,2026-06-05 10:14:00,2489085.0
483,100503,2026-06-10,4,5,SELL,2300,3002.38,2026-06-10 11:11:00,6905474.0
484,100212,2026-05-19,2,4,SELL,4800,1185.52,2026-05-19 14:49:00,5690496.0
485,100153,2026-05-14,3,2,BUY,30000,101.09,2026-05-14 15:39:00,3032700.0
486,100272,2026-05-22,3,5,BUY,26000,98.09,2026-05-22 16:33:00,2550340.0
487,100196,2026-05-18,6,1,SELL,3700,839.79,2026-05-18 15:54:00,3107223.0
488,100349,2026-05-29,7,2,SELL,71000,103.49,2026-05-29 13:54:00,7347790.0
489,100445,2026-06-05,2,2,BUY,3400,2223.95,2026-06-05 09:00:00,7561429.999999999
490,100062,2026-05-06,7,6,SELL,17000,96.15,2026-05-06 13:11:00,1634550.0
491,100257,2026-05-22,5,1,SELL,600,1463.35,2026-05-22 11:34:00,878010.0
492,100555,2026-05-26,1,6,BUY,4100,0.0,2026-05-26 10:26:00,0.0
493,100456,2026-06-05,1,3,SELL,900,1329.86,2026-06-05 15:23:00,1196874.0
494,100242,2026-05-21,3,6,SELL,124000,101.15,2026-05-21 10:01:00,12542600.0
495,100535,2026-06-12,3,2,BUY,42000,95.43,2026-06-12 10:43:00,4008060.0000000005
496,100318,2026-05-27,8,2,SELL,300,178.26,2026-05-27 10:59:00,53478.0
497,100484,2026-06-09,8,3,BUY,500,3027.84,2026-06-09 11:49:00,1513920.0
498,100298,2026-05-26,7,5,SELL,161000,98.36,2026-05-26 17:34:00,15835960.0
499,100299,2026-05-26,8,6,SELL,3100,2638.03,2026-05-26 14:21:00,8177893.000000001
500,100325,2026-05-27,8,3,SELL,2000,1926.51,2026-05-27 09:16:00,3853020.0
501,100444,2026-06-05,4,4,BUY,4600,440.31,2026-06-05 12:30:00,2025426.0
502,100028,2026-05-04,4,2,BUY,2200,214.15,2026-05-04 17:14:00,471130.0
503,100241,2026-05-21,3,2,BUY,83000,104.17,2026-05-21 16:44:00,8646110.0
504,100061,2026-05-06,4,4,SELL,1800,2786.28,2026-05-06 13:22:00,5015304.0
505,100436,2026-06-04,8,3,BUY,5000,2733.86,2026-06-04 10:46:00,13669300.0
506,100238,2026-05-20,3,4,BUY,66000,103.17,2026-05-20 14:59:00,6809220.0
507,100151,2026-05-14,3,6,SELL,17000,95.46,2026-05-14 09:18:00,1622820.0
508,100300,2026-05-26,2,4,SELL,4700,2809.9,2026-05-26 09:38:00,13206530.0
509,100134,2026-05-13,1,2,SELL,3600,549.59,2026-05-13 13:28:00,1978524.0
510,100191,2026-05-18,2,1,SELL,700,2421.0,2026-05-18 14:51:00,1694700.0
511,100340,2026-05-28,4,1,BUY,2000,1562.16,2026-05-28 17:27:00,3124320.0
512,100431,2026-06-04,5,3,SELL,3300,3155.74,2026-06-04 10:08:00,10413942.0
513,100315,2026-05-26,3,4,SELL,132000,101.51,2026-05-26 13:20:00,13399320.0
514,100229,2026-05-20,3,2,SELL,134000,96.92,2026-05-20 11:09:00,12987280.0
515,100364,2026-05-29,3,5,BUY,144000,95.34,2026-05-29 10:52:00,13728960.0
516,100532,2026-06-11,4,5,BUY,2500,2646.14,2026-06-11 15:34:00,6615350.0
517,100092,2026-05-08,8,6,BUY,3700,3040.66,2026-05-08 16:44:00,11250442.0
518,100344,2026-05-28,1,4,SELL,1500,1796.27,2026-05-28 09:08:00,2694405.0
519,100188,2026-05-15,2,6,BUY,2800,1527.24,2026-05-15 12:26:00,4276272.0
520,100265,2026-05-22,6,4,SELL,4200,1000.0,2026-05-22 10:01:00,4200000.0
521,100132,2026-05-13,7,5,BUY,178000,103.69,2026-05-13 16:26:00,18456820.0
522,100483,2026-06-09,5,3,SELL,2600,2287.21,2026-06-09 14:20:00,5946746.0
523,100100,2026-05-11,4,1,SELL,2900,893.78,2026-05-11 16:36:00,2591962.0
524,100301,2026-05-26,8,3,BUY,4700,306.63,2026-05-26 16:10:00,1441161.0
525,100186,2026-05-15,3,1,BUY,80000,101.24,2026-05-15 17:45:00,8099200.0
526,100175,2026-05-15,4,3,BUY,4400,1270.37,2026-05-15 14:03:00,5589627.999999999
527,100308,2026-05-26,5,6,BUY,4500,2300.21,2026-05-26 14:30:00,10350945.0
528,100520,2026-06-10,8,5,BUY,1100,1526.43,2026-06-10 09:18:00,1679073.0
529,100368,2026-06-01,1,1,SELL,3500,3131.31,2026-06-01 09:32:00,10959585.0
530,100488,2026-06-09,1,2,SELL,1000,428.2,2026-06-09 12:22:00,428200.0
531,100228,2026-05-20,2,6,SELL,3300,1253.58,2026-05-20 14:19:00,4136813.9999999995
532,100352,2026-05-29,8,3,BUY,3500,2359.98,2026-05-29 12:03:00,8259930.0
533,100195,2026-05-18,3,6,SELL,67000,103.47,2026-05-18 14:54:00,6932490.0
534,100037,2026-05-04,7,4,SELL,64000,103.65,2026-05-04 09:10:00,6633600.0
535,100398,2026-06-02,2,4,SELL,900,2081.67,2026-06-02 12:16:00,1873503.0
536,100415,2026-06-03,6,5,SELL,4000,1347.26,2026-06-03 10:22:00,5389040.0
537,100429,2026-06-04,7,2,BUY,62000,103.14,2026-06-04 09:36:00,6394680.0
538,100266,2026-05-22,3,4,SELL,153000,96.18,2026-05-22 13:45:00,14715540.000000002
539,100303,2026-05-26,1,4,SELL,2700,611.87,2026-05-26 12:26:00,1652049.0
540,100510,2026-06-10,2,3,SELL,2100,566.18,2026-06-10 11:46:00,1188978.0
541,100027,2026-05-04,5,4,SELL,2900,2893.82,2026-05-04 16:07:00,8392078.0
542,100144,2026-05-13,7,1,SELL,200000,99.73,2026-05-13 15:24:00,19946000.0
543,100328,2026-05-27,4,2,BUY,3100,617.22,2026-05-27 14:26:00,1913382.0
544,100414,2026-06-03,8,1,SELL,4300,2781.04,2026-06-03 17:40:00,11958472.0
545,100059,2026-05-05,4,3,BUY,4500,479.69,2026-05-05 09:54:00,2158605.0
546,100247,2026-05-21,7,2,BUY,144000,104.75,2026-05-21 10:33:00,15084000.0
547,100530,2026-06-11,5,4,SELL,1700,840.04,2026-06-11 13:36:00,1428068.0
548,100154,2026-05-14,4,4,BUY,1500,1556.51,2026-05-14 13:29:00,2334765.0
549,100193,2026-05-18,2,4,SELL,4300,3020.45,2026-05-18 15:55:00,12987935.0
550,100009,2026-05-01,4,3,BUY,1500,2792.78,2026-05-01 15:17:00,4189170.0000000005
551,100268,2026-05-22,2,2,BUY,2900,676.6,2026-05-22 16:05:00,1962140.0
552,100021,2026-05-01,1,6,SELL,3300,2473.98,2026-05-01 17:58:00,8164134.0
553,100333,2026-05-28,1,4,BUY,3300,1417.04,2026-05-28 09:35:00,4676232.0
554,100284,2026-05-25,4,3,BUY,2100,2777.53,2026-05-25 14:46:00,5832813.0
555,100345,2026-05-29,5,2,SELL,3700,1973.65,2026-05-29 14:15:00,7302505.0
556,100066,2026-05-06,6,6,BUY,4700,2895.14,2026-05-06 17:19:00,13607158.0
557,100494,2026-06-09,3,5,SELL,195000,98.95,2026-06-09 09:24:00,19295250.0
558,100111,2026-05-11,1,6,BUY,1800,288.82,2026-05-11 09:35:00,519876.0
559,100306,2026-05-26,6,5,SELL,4400,2504.57,2026-05-26 13:39:00,11020108.0
560,100290,2026-05-25,8,2,BUY,3800,1226.33,2026-05-25 09:18:00,4660054.0
561,100384,2026-06-01,5,4,SELL,4900,972.79,2026-06-01 11:05:00,4766671.0
562,100524,2026-06-11,2,3,BUY,1300,1398.3,2026-06-11 17:46:00,1817790.0
563,100008,2026-05-01,5,6,SELL,3700,736.48,2026-05-01 10:02:00,2724976.0
564,100105,2026-05-11,1,1,SELL,1500,1383.42,2026-05-11 12:19:00,2075130.0
565,100407,2026-06-03,8,3,SELL,700,1486.41,2026-06-03 16:20:00,1040487.0
566,100534,2026-06-12,1,5,BUY,800,3045.23,2026-06-12 16:11:00,2436184.0
